Title,Property Manager/Host,Contact,Revenue,Revenue Potential,ADR,Occupancy,Days Available,Bedrooms,Bathrooms,Accommodates,Has Air Conditioning,Has Gym,Has Hot Tub,Has Kitchen,Has Parking,Has Pets,Has Pool,Listing Type,Property Type,Real Estate Type,Overall Rating,Number of Reviews,Minimum Stay,Host Unit Count,Price Tier,Airbnb Superhost,Cleaning Fee,Instant Book,Reserved Days,Number of Bookings,Last Update,AirDNA Market,AirDNA Subarket,City,State,Zipcode,Country,Location Type,Listing URL,Main Listing Image,Airbnb Property ID,Vrbo Property ID,Latitude,Longitude,Market Average Occupancy,Market Average Revenue,Occupancy Gap,Revenue % Gap,Revenue $ Gap,Revenue Potential Gap,Property ID,Property name,Phone,Phone source,Phone confidence,Phone evidence,Phone belongs to,Website,Email,Social media link,Social media type
Mansion on the Mountain,88946357,,265361,335963,2010.31,45.05,318,7,7,16,true,false,true,true,true,true,true,Home/Apartment,House,House/villa,5,50,2,2-5,Luxury,false,500,false,132,36,2026-05-13,Phoenix/Scottsdale,Paradise Valley,Paradise Valley,Arizona,85253,United States,suburban,https://www.airbnb.com/rooms/14445177,https://a0.muscache.com/im/pictures/miso/Hosting-14445177/original/121642d6-8911-46d0-b5f1-d790d1337fdc.jpeg,14445177,835527,33.55204,-111.98022,53.10,=AVERAGE($D$2:$D$596),-8.05,"=IFERROR(($AU70-D70)/$AU70,0)",=$AU70-D70,70602,14445177,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
Private Mansion Estate with Pool and Mini Golf,88985247,AvantStay,265637,285072,1770.91,46.15,337,9,5,16,true,true,true,true,true,true,true,Home/Apartment,House,House/villa,4.6,128,4,2-5,Luxury,false,400,false,150,33,2026-05-17,Phoenix/Scottsdale,Cave Creek,Cave Creek,Arizona,85331,United States,suburban,https://www.airbnb.com/rooms/14448956,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ0NDg5NTY%3D/original/9f7b1646-91e0-4d73-81d5-4b29e16ecc28.jpeg,14448956,285321,33.80794,-111.99054,49.30,=AVERAGE($D$2:$D$329),-3.15,"=IFERROR(($AU14-D14)/$AU14,0)",=$AU14-D14,19435,14448956,Westland,+18334428268,https://avantstay.com/listings/westland; https://avantstay.com/,High,Yandex visual search matched the property photos to Westland by AvantStay. The official AvantStay contact phone is +18334428268.,manager,https://avantstay.com/,experience@avantstay.com,,
"Scottsdale Family Estate: Pool, Spa & Pickleball",34603803,,183234,284577,1593.34,53,266,5,4,14,true,true,true,true,true,false,true,Home/Apartment,House,House/villa,5,154,4,6-20,Luxury,true,551,false,115,24,2026-05-11,Phoenix/Scottsdale,Paradise Valley,Paradise Valley,Arizona,85253,United States,suburban,https://www.airbnb.com/rooms/15059264,https://a0.muscache.com/im/pictures/miso/Hosting-15059264/original/6fd2cd8d-6653-4aca-8c21-490dd0f1ef44.jpeg,15059264,918305,33.5447,-111.9352,52.34,=AVERAGE($D$2:$D$596),0.66,"=IFERROR(($AU130-D130)/$AU130,0)",=$AU130-D130,101343,15059264,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
The Oasis Scottsdale - Award-Winning Resort Home,4860447,,222361,261280,1588.29,45.45,308,6,6,16,true,true,true,true,true,false,true,Home/Apartment,House,House/villa,4.9,184,4,2-5,Luxury,true,350,false,140,28,2026-05-17,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85259,United States,suburban,https://www.airbnb.com/rooms/15820561,https://a0.muscache.com/im/pictures/9c4469a4-b249-45a8-b6c7-660029df4d3e.jpg,15820561,4337710ha,33.59283,-111.85264,47.11,=AVERAGE($D$2:$D$596),-1.66,"=IFERROR(($AU95-D95)/$AU95,0)",=$AU95-D95,38919,15820561,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
The Cactus Stone | 9 Bedroom 6.5 Bathroom 16+ Beds,89430697,LVRstays,353922,446121,1545.51,81.49,281,9,6,16,true,false,true,true,true,true,true,Home/Apartment,Villa,House/villa,4.95,416,3,6-20,Luxury,true,574,true,229,65,2026-05-17,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85260,United States,suburban,https://www.airbnb.com/rooms/16450639,https://a0.muscache.com/im/pictures/hosting/Hosting-16450639/original/daf45076-468e-4ec8-96dc-ceee006c7ecf.jpeg,16450639,986861,33.6063,-111.8926,53.10,=AVERAGE($D$2:$D$596),28.39,"=IFERROR(($AU30-D30)/$AU30,0)",=$AU30-D30,92199,16450639,Cactus Stone,+14804446930,https://lvrstays.com/; https://www.airbnb.com/rooms/16450639,Medium,"The Airbnb listing identifies the host's work as LVRstays, and the official LVRstays site lists Cactus Stone with this phone.",manager,https://lvrstays.com/,alex@lvrstays.com,,
"Luxury - Pool & Spa, 7 Bd. 4 Bth 4300 sq ft VIEWS!",147676453,,153738,161268,1018.13,59.22,357,7,4,14,true,false,true,true,true,false,true,Home/Apartment,House,House/villa,5,248,3,2-5,Luxury,true,327,false,151,33,2026-05-11,Arizona Area,Page,Page,Arizona,86040,United States,mountains_lakes,https://www.airbnb.com/rooms/20650707,https://a0.muscache.com/im/pictures/07fdd71e-2337-4429-abe5-c774f5b0de98.jpg,20650707,644124,36.93218,-111.46644,50.34,=AVERAGE($D$2:$D$179),8.88,"=IFERROR(($AU5-D5)/$AU5,0)",=$AU5-D5,7530,20650707,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
The Blue Cove Oasis | 8 Bedroom 7 Bathroom 17+Beds,89430697,LVRstays,306289,446722,1890.67,69.23,239,8,7,16,true,false,true,true,true,true,true,Home/Apartment,Villa,House/villa,4.95,312,3,6-20,Luxury,true,575,true,162,48,2026-05-17,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85260,United States,suburban,https://www.airbnb.com/rooms/37568848,https://a0.muscache.com/im/pictures/hosting/Hosting-37568848/original/bcd77b04-851c-41bd-8805-8efffed7d205.jpeg,37568848,7951383ha,33.5865,-111.8666,53.10,=AVERAGE($D$2:$D$596),16.13,"=IFERROR(($AU40-D40)/$AU40,0)",=$AU40-D40,140433,37568848,Blue Cove Mansion,+14804446930,https://lvrstays.com/,Medium,"Exact title match tied Blue Cove to LVRstays, and the official LVRstays site lists Blue Cove Mansion with this phone.",manager,https://lvrstays.com/,alex@lvrstays.com,,
"Camelback Mountain Mansion in Paradise Valley, AZ",290616500,,192450,209962,1886.76,33.55,325,10,10,16,true,true,true,true,true,true,true,Home/Apartment,Villa,House/villa,4.75,140,2,1,Luxury,false,346,false,102,30,2025-10-19,Phoenix/Scottsdale,Paradise Valley,Paradise Valley,Arizona,85253,United States,suburban,https://www.airbnb.com/rooms/38241569,https://a0.muscache.com/im/pictures/35725519-9bf4-4f24-b93f-0f16dace97dc.jpg,38241569,1864916,33.52464,-111.96816,53.10,=AVERAGE($D$2:$D$596),-19.55,"=IFERROR(($AU119-D119)/$AU119,0)",=$AU119-D119,17512,38241569,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
The Sundown Estate,292608091,Stay With Style Scottsdale,112135,347599,2803.38,48.19,164,6,5,13,true,false,true,true,true,true,true,Home/Apartment,Villa,House/villa,5,9,3,6-20,Luxury,true,1135,true,40,9,2026-05-17,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85260,United States,suburban,https://www.airbnb.com/rooms/38406741,https://a0.muscache.com/im/pictures/d854188b-1dd6-4489-ae41-f0b50b7551ff.jpg,38406741,,33.59053,-111.9147,47.11,=AVERAGE($D$2:$D$596),1.08,"=IFERROR(($AU224-D224)/$AU224,0)",=$AU224-D224,235464,38406741,Sundown Retreat,+14808186559,https://www.staywithstylescottsdale.com/listings/sundown-retreat/; https://www.staywithstylescottsdale.com/contact-us/,Medium,"Exact title match tied this listing to Stay With Style's Sundown Retreat, and the public contact page lists this phone.",manager,https://www.staywithstylescottsdale.com/listings/sundown-retreat/,office@staywithstylescottsdale.com,,
Entertainment Oasis,292608091,Resort Style Vacation Homes,349104,404699,2327.36,52.63,307,8,6,16,true,true,true,true,true,true,true,Home/Apartment,House,House/villa,4.95,19,3,6-20,Luxury,true,1278,true,150,39,2026-05-17,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85260,United States,suburban,https://www.airbnb.com/rooms/38406831,https://a0.muscache.com/im/pictures/74afb99a-eb5f-4aa0-85b8-37dcb24a5c15.jpg,38406831,,33.58754,-111.89465,53.10,=AVERAGE($D$2:$D$596),-0.47,"=IFERROR(($AU32-D32)/$AU32,0)",=$AU32-D32,55595,38406831,Entertainment Oasis,+16232270127,https://www.resortstyle.com/listings/186370; https://www.resortstyle.com/contact-us,Medium,"Exact title match found the Entertainment Oasis page on Resort Style Vacation Homes, and the official contact page lists this phone.",manager,https://www.resortstyle.com/listings/186370,info@resortstylevacationhomes.com,,
"Cactus Casa! Pool/spa, game rm, putt Grn, 8 Bdr, 6",303904458,Cloud9 Luxury Retreats,193627,217989,1317.19,48.51,307,8,6,16,true,false,true,true,true,true,true,Home/Apartment,House,House/villa,4.95,197,2,2-5,Luxury,true,601,true,147,35,2026-05-11,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85254,United States,suburban,https://www.airbnb.com/rooms/39553376,https://a0.muscache.com/im/pictures/prohost-api/Hosting-39553376/original/06e5468f-b930-45b1-b8a2-a3d2e476332f.jpeg,39553376,9275172ha,33.6166,-111.9608,53.10,=AVERAGE($D$2:$D$596),-4.59,"=IFERROR(($AU116-D116)/$AU116,0)",=$AU116-D116,24362,39553376,The Cactus Casa,+17602129568,https://www.cloud9luxuryretreats.me/,High,"Yandex visual search and exact title match tied the property to The Cactus Casa managed by Cloud9 Luxury Retreats, whose official contact phone is +17602129568.",manager,https://www.cloud9luxuryretreats.me/,cloud9luxuryretreats@gmail.com,,
"8BR Luxury Estate: Pool, Splash Pad & Pickleball",HolidayRental.com,HolidayRental.com,166790,272305,3403.88,33.33,267,8,7,16,true,false,true,true,true,true,true,Home/Apartment,Villa,House/villa,5,9,4,6-20,Luxury,true,959,true,49,9,2026-05-13,Phoenix/Scottsdale,Paradise Valley,Paradise Valley,Arizona,85253,United States,suburban,https://www.airbnb.com/rooms/39893220,https://a0.muscache.com/im/pictures/hosting/Hosting-39893220/original/3eff5079-ea6f-41c7-9834-68f2135556cf.jpeg,39893220,1590817,33.5409,-111.977,53.10,=AVERAGE($D$2:$D$596),-19.77,"=IFERROR(($AU144-D144)/$AU144,0)",=$AU144-D144,105515,39893220,,+18005303660,https://www.holidayrental.com/contact/,Medium,Listing is managed by HolidayRental.com and the official HolidayRental contact page lists this phone.,manager,https://www.holidayrental.com/,,,
Luxury 8BR | Pickleball & Heated Pool + Spa,HolidayRental.com,HolidayRental.com,230026,347679,2613.93,34.78,294,8,6,16,true,false,true,true,true,true,true,Home/Apartment,Villa,House/villa,4.9,25,4,6-20,Luxury,true,1009,true,88,19,2026-05-13,Phoenix/Scottsdale,Paradise Valley,Paradise Valley,Arizona,85253,United States,suburban,https://www.airbnb.com/rooms/39893321,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mzk4OTMzMjE%3D/original/3f7023db-8750-4371-b0ca-c69aa863d14b.jpeg,39893321,1208129,33.5751,-111.9564,53.10,=AVERAGE($D$2:$D$596),-18.32,"=IFERROR(($AU89-D89)/$AU89,0)",=$AU89-D89,117653,39893321,,+18005303660,https://www.holidayrental.com/contact/,Medium,Listing is managed by HolidayRental.com and the official HolidayRental contact page lists this phone.,manager,https://www.holidayrental.com/,,,
3 houses for your big group~VIEW~PETS~boat parking,5245520,,113873,194668,1308.89,42.65,251,9,6,16,true,false,false,true,true,true,false,Home/Apartment,House,House/villa,5,8,1,6-20,Luxury,true,650,true,87,37,2026-05-13,Arizona Area,Page,Page,Arizona,86040,United States,mountains_lakes,https://www.airbnb.com/rooms/41090061,https://a0.muscache.com/im/pictures/81e63203-9a78-4eb6-a2e2-c149e6c9e0f6.jpg,41090061,9932575ha,36.8937,-111.4711,50.34,=AVERAGE($D$2:$D$179),-7.69,"=IFERROR(($AU10-D10)/$AU10,0)",=$AU10-D10,80795,41090061,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
6Br/5bath-Multimillion Dollar Resort in Scottsdale,373565992,,116536,181017,1456.7,31.5,308,6,5,16,true,true,false,true,true,true,true,Home/Apartment,House,House/villa,4.95,171,3,2-5,Luxury,true,650,false,80,23,2026-05-13,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85259,United States,suburban,https://www.airbnb.com/rooms/46093049,https://a0.muscache.com/im/pictures/435f7cff-07e6-468e-986d-44d8cc217b59.jpg,46093049,,33.60107,-111.85362,47.11,=AVERAGE($D$2:$D$596),-15.61,"=IFERROR(($AU219-D219)/$AU219,0)",=$AU219-D219,64481,46093049,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
The Estate at Gold Dust,82189953,,129876,149356,1396.52,29.81,337,7,4,16,true,true,true,true,true,true,true,Home/Apartment,House,House/villa,4.95,156,3,6-20,Luxury,true,400,true,93,27,2026-05-11,Phoenix/Scottsdale,Paradise Valley,Paradise Valley,Arizona,85253,United States,suburban,https://www.airbnb.com/rooms/46641901,https://a0.muscache.com/im/pictures/miso/Hosting-46641901/original/98269771-b963-4698-b57d-8606343a9ae7.jpeg,46641901,2131180,33.5784,-111.9381,53.10,=AVERAGE($D$2:$D$596),-23.29,"=IFERROR(($AU200-D200)/$AU200,0)",=$AU200-D200,19480,46641901,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
"*Huge Cabin Near Woodland Lake, Sleeps 36",143579158,,107889,111238,817.34,38.48,357,8,5,16,true,false,false,true,true,true,false,Home/Apartment,Cabin,House/villa,4.85,121,2,2-5,Luxury,true,550,true,132,38,2026-05-11,Pinetop-Lakeside,Pinetop,Pinetop,Arizona,85935,United States,mountains_lakes,https://www.airbnb.com/rooms/46854293,https://a0.muscache.com/im/pictures/b5baec4b-abcf-45aa-9a63-edfb7b245604.jpg,46854293,2065452,34.11682,-109.94608,35.34,=AVERAGE($D$2:$D$407),3.14,"=IFERROR(($AU8-D8)/$AU8,0)",=$AU8-D8,3349,46854293,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
BEST LOCATION 6 BATHS GOLF HEATED POOL SPA & BBQ!,228734491,,235573,246338,1560.09,44.94,348,7,6,16,true,false,true,true,true,false,true,Home/Apartment,House,House/villa,5,232,3,2-5,Luxury,true,498,false,151,42,2026-05-17,Phoenix/Scottsdale,Paradise Valley,Scottsdale,Arizona,85254,United States,suburban,https://www.airbnb.com/rooms/47911878,https://a0.muscache.com/im/pictures/miso/Hosting-47911878/original/1eab8f4e-f1fe-4959-bdb0-fb54e7520a5e.jpeg,47911878,9545583ha,33.6153,-111.92918,53.10,=AVERAGE($D$2:$D$596),-8.16,"=IFERROR(($AU86-D86)/$AU86,0)",=$AU86-D86,10765,47911878,,,,,No confirmed public phone captured in this pass; left blank rather than guessing.,,,,,
6 Cabins with Kitchens+Gameroom&Playground,Wooden Nickel Cabins,Wooden Nickel Cabins,100569,327298,3047.55,57.89,102,11,6,16,true,false,false,true,true,true,false,Home/Apartment,Cabin,House/villa,4.65,39,2,6-20,Luxury,true,419,false,33,11,2026-05-17,Arizona Area,Payson,Payson,Arizona,85541,United States,mountains_lakes,https://www.airbnb.com/rooms/48317305,https://a0.muscache.com/im/pictures/prohost-api/Hosting-48317305/original/6b3b6f46-e410-4787-8cb2-2f4305e8ddda.png,48317305,2148513,34.306,-111.0119,39.69,=AVERAGE($D$2:$D$240),18.20,"=IFERROR(($AU6-D6)/$AU6,0)",=$AU6-D6,226729,48317305,Wooden Nickel Cabins,+19284784519,https://woodennickelcabins.com/contact-us/; https://www.expedia.com/Payson-Hotels-Rent-The-Entire-Resort-5-Cabins-Plus-Game-Room.h64902926.Hotel-Information,High,"Exact title match tied the Airbnb listing to Wooden Nickel Cabins, and the official Wooden Nickel contact page lists this phone.",property,https://woodennickelcabins.com/,,,
3 Million Dollar Mansion #1 BEST VIEWS Movie Pool,374668104,LuXXHome Vacation Rentals,123899,163607,2212.48,25,291,6,4,16,true,false,true,true,true,true,true,Home/Apartment,House,House/villa,4.95,56,3,2-5,Luxury,false,595,true,56,13,2026-05-16,Phoenix/Scottsdale,Fountain Hills,Fountain Hills,Arizona,85268,United States,suburban,https://www.airbnb.com/rooms/50745866,https://a0.muscache.com/im/pictures/miso/Hosting-50745866/original/2c4cbf5b-c5f3-4cef-bb57-5f9630addfb8.jpeg,50745866,,33.60262,-111.75716,27.56,=AVERAGE($D$2:$D$134),-2.56,"=IFERROR(($AU8-D8)/$AU8,0)",=$AU8-D8,39708,50745866,Casa Panoramic Views,+19283161390,https://www.luxxhomevacations.com/listing?a=50745866; https://www.luxxhomevacations.com/about-us,Medium,"Exact listing ID match found the LuXXHome property page for this mansion, and LuXXHome lists this phone publicly.",manager,https://www.luxxhomevacations.com/listing?a=50745866,,,
