Title,Property Manager/Host,Contact,Revenue,Revenue Potential,ADR,Occupancy,Days Available,Bedrooms,Bathrooms,Accommodates,Has Air Conditioning,Has Gym,Has Hot Tub,Has Kitchen,Has Parking,Has Pets,Has Pool,Listing Type,Property Type,Real Estate Type,Overall Rating,Number of Reviews,Minimum Stay,Host Unit Count,Price Tier,Airbnb Superhost,Cleaning Fee,Instant Book,Reserved Days,Number of Bookings,Last Update,AirDNA Market,AirDNA Subarket,City,State,Zipcode,Country,Location Type,Listing URL,Main Listing Image,Airbnb Property ID,Vrbo Property ID,Latitude,Longitude,Market Average Occupancy,Market Average Revenue,Occupancy Gap,Revenue % Gap,Revenue $ Gap,Revenue Potential Gap,Property ID,Property name,Phone,Phone source,Phone confidence,Phone evidence,Phone belongs to,Website,Email,Social media link,Social media type
Divine Destiny Vacation Home at Windcliff,RedAwning,,397436,430422,2220.31,52.8,346,6,6,16,false,false,false,true,true,true,false,Home/Apartment,House,House/villa,4.55,7,2,21+,Luxury,false,1236,true,179,43,2026-05-11,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/42181344,https://a0.muscache.com/im/pictures/prohost-api/Hosting-42181344/original/045975bc-f50b-4d88-8ebe-9964801fb6c5.jpeg,42181344,9383406ha,40.3375,-105.5548,41.50,=AVERAGE($D$2:$D$501),11.30,"=IFERROR(($AU8-D8)/$AU8,0)",=$AU8-D8,32986,42181344,Divine Destiny Vacation Home at Windcliff,,,,,,,,,
Aspen Leaf Chalet Luxury Vacation Home @ Windcliff,RedAwning,,340236,361388,3179.78,51.2,263,5,3,10,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,5,4,2,21+,Luxury,false,1819,true,107,18,2025-12-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/42465842,https://a0.muscache.com/im/pictures/ff661a69-a60e-4ec5-ba25-66583029fe51.jpg,42465842,7289077ha,40.332844,-105.551987,48.54,=AVERAGE($D$2:$D$501),2.66,"=IFERROR(($AU10-D10)/$AU10,0)",=$AU10-D10,21152,42465842,Aspen Leaf Chalet Luxury Vacation Home @ Windcliff,,,,,,,,,
Panorama Vacation Home by Estes Park Homes,RedAwning,,734289,747656,6170.5,40.2,296,6,5,14,true,false,true,true,true,true,true,Home/Apartment,House,House/villa,0,0,2,21+,Luxury,false,3130,true,119,23,2025-11-15,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/44435622,https://a0.muscache.com/im/pictures/prohost-api/Hosting-44435622/original/05bb20f9-b888-4100-a1ea-8e912ba2d8fe.jpeg,44435622,9458505ha,40.38455,-105.50961,41.50,=AVERAGE($D$2:$D$501),-1.30,"=IFERROR(($AU4-D4)/$AU4,0)",=$AU4-D4,13367,44435622,Panorama Vacation Home by Estes Park Homes,,,,,,,,,
Skyview Luxury Vacation Rental by Windcliff Homes,RedAwning,,228532,361941,3312.06,32.24,252,5,5,10,true,false,true,true,true,false,true,Home/Apartment,House,House/villa,4,1,2,21+,Luxury,false,2428,true,69,8,2025-11-15,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1078128405248222069,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1078128405248222069/original/474588ab-1633-4712-89d7-b54e4db52dc6.jpeg,1078128405248222069,9922240ha,40.333088,-105.556849,48.54,=AVERAGE($D$2:$D$501),-16.30,"=IFERROR(($AU26-D26)/$AU26,0)",=$AU26-D26,133409,1078128405248222069,Skyview Luxury Vacation Rental by Windcliff Homes,,,,,,,,,
Lux Colorado Retreat | Epic Views | HotTub | Sauna,79925065,,211587,272304,1856.03,40,309,6,6,10,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,5,37,2,2-5,Luxury,true,546,false,114,32,2026-05-11,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1095207000497237654,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA5NTIwNzAwMDQ5NzIzNzY1NA==/original/37ef59f2-def2-4f20-b1e9-532176ff4785.png,1095207000497237654,3898945,40.3292,-105.5495,41.50,=AVERAGE($D$2:$D$501),-1.50,"=IFERROR(($AU33-D33)/$AU33,0)",=$AU33-D33,60717,1095207000497237654,Lux Colorado Retreat | Epic Views | HotTub | Sauna,,,,,,,,,
Cascade Mountain Home by Estes Park Homes,208332489,,218646,231458,2082.34,35,305,6,4,16,true,false,false,true,true,false,false,Home/Apartment,House,House/villa,4,2,2,6-20,Luxury,false,891,true,105,24,2025-11-15,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1304996381228712821,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1304996381228712821/original/3dc7fe67-88db-4def-9ca5-e5db0214804b.jpeg,1304996381228712821,,40.349742,-105.56515,41.50,=AVERAGE($D$2:$D$501),-6.50,"=IFERROR(($AU31-D31)/$AU31,0)",=$AU31-D31,12812,1304996381228712821,Cascade Mountain Home by Estes Park Homes,,,,,,,,,
3 Mi to Rocky Mtn National Park: Estes Park Cabin!,Evolve,,111172,142451,1355.76,33.74,307,7,6,16,false,false,true,true,false,false,false,Home/Apartment,House,House/villa,4.7,9,3,21+,Luxury,false,296,true,82,18,2026-05-14,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1344397243649776589,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1344397243649776589/original/8801a7e3-cdab-42a6-b3c1-0b6764f004cf.jpeg,1344397243649776589,20105845ha,40.3647,-105.5385,38.56,=AVERAGE($D$2:$D$501),-4.82,"=IFERROR(($AU114-D114)/$AU114,0)",=$AU114-D114,31279,1344397243649776589,3 Mi to Rocky Mtn National Park: Estes Park Cabin!,,,,,,,,,
The Urban Antler *private hot tub*,162168842,,228866,244194,1278.58,57.56,311,8,5,16,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,4.9,46,2,6-20,Luxury,true,499,false,179,49,2026-05-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1372791843154452121,https://a0.muscache.com/im/pictures/hosting/Hosting-1372791843154452121/original/3425f38a-5091-408b-afff-d7836e63ae99.jpeg,1372791843154452121,2429346,40.3732170732,-105.5103995791,38.56,=AVERAGE($D$2:$D$501),19,"=IFERROR(($AU25-D25)/$AU25,0)",=$AU25-D25,15328,1372791843154452121,The Urban Antler *private hot tub*,,,,,,,,,
Wildflower Retreat- Close To The RMNP,Estes Park Property Management,,154867,178618,1701.84,34.08,321,5,3,12,true,false,true,true,true,true,false,Home/Apartment,House,House/villa,5,10,3,21+,Luxury,false,740,true,91,17,2026-05-16,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1376756581963507811,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1376756581963507811/original/c34d6760-2b64-4fe6-a6d8-dd70351cee9b.jpeg,1376756581963507811,4483377,40.3971,-105.5735,48.54,=AVERAGE($D$2:$D$501),-14.46,"=IFERROR(($AU62-D62)/$AU62,0)",=$AU62-D62,23751,1376756581963507811,Wildflower Retreat- Close To The RMNP,,,,,,,,,
Hearthstone Luxury Vacation Rental at Windcliff,RedAwning,,430159,573420,5245.84,49.1,190,5,4,10,true,false,true,true,true,false,false,Home/Apartment,House,House/villa,0,0,2,21+,Luxury,false,952,true,82,15,2025-11-15,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1420223914759494129,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1420223914759494129/original/0e7d30e6-c0bb-45fd-be06-8be1841e5b09.jpeg,1420223914759494129,20148508ha,40.332429,-105.552158,48.54,=AVERAGE($D$2:$D$501),0.56,"=IFERROR(($AU7-D7)/$AU7,0)",=$AU7-D7,143261,1420223914759494129,Hearthstone Luxury Vacation Rental at Windcliff,,,,,,,,,
Hot tub | Pool table | Large groups | RMNP views,Estes Park Homes,,165134,229554,2262.11,34.76,314,6,5,14,false,false,false,true,true,false,false,Home/Apartment,House,House/villa,4.8,15,2,21+,Luxury,false,4314,false,73,16,2026-05-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1555158047036232624,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1555158047036232624/original/ba23cc6c-2d09-431f-9f43-7eb2a487e211.jpeg,1555158047036232624,1999719,40.3390477729,-105.5581672568,41.50,=AVERAGE($D$2:$D$501),-6.74,"=IFERROR(($AU56-D56)/$AU56,0)",=$AU56-D56,64420,1555158047036232624,Hot tub | Pool table | Large groups | RMNP views,,,,,,,,,
Hot tub | Pool table | Big deck w/ views of RMNP,Estes Park Homes,,267671,319100,2703.75,47.37,311,5,3,12,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,4.7,11,2,21+,Luxury,false,850,false,99,18,2026-05-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1555158071243639069,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1555158071243639069/original/0c926089-af45-404d-ad6f-b8d06b052666.jpeg,1555158071243639069,1999695,40.3339063894,-105.5513190057,48.54,=AVERAGE($D$2:$D$501),-1.17,"=IFERROR(($AU15-D15)/$AU15,0)",=$AU15-D15,51429,1555158071243639069,Hot tub | Pool table | Big deck w/ views of RMNP,,,,,,,,,
Hot tub | High end furnishings | Large groups,Estes Park Homes,,289223,315732,3143.73,34.72,328,5,3,12,true,false,false,false,false,false,false,Home/Apartment,House,House/villa,5,25,2,21+,Luxury,false,850,false,92,23,2026-05-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1555158100492366836,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1555158100492366836/original/00ebb1bc-ec3b-469d-ba76-8dad559a73f3.jpeg,1555158100492366836,2000108,40.3249766478,-105.5524868752,48.54,=AVERAGE($D$2:$D$501),-13.82,"=IFERROR(($AU13-D13)/$AU13,0)",=$AU13-D13,26509,1555158100492366836,Hot tub | High end furnishings | Large groups,,,,,,,,,
New build | Hot tub | Luxury furnishings | Views,Estes Park Homes,,337648,451363,3554.19,42.99,307,5,4,10,true,false,true,true,false,false,false,Home/Apartment,House,House/villa,5,1,2,21+,Luxury,false,5500,false,95,17,2026-05-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1555158149497005983,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1555158149497005983/original/19f9c5fb-47ce-465a-9730-cddce3c89304.jpeg,1555158149497005983,4587093,40.332701517,-105.551717064,48.54,=AVERAGE($D$2:$D$501),-5.55,"=IFERROR(($AU11-D11)/$AU11,0)",=$AU11-D11,113715,1555158149497005983,New build | Hot tub | Luxury furnishings | Views,,,,,,,,,
NEW! Cascade Mountain Home by Estes Park Homes,RedAwning,,227885,234660,2212.48,35.52,294,6,3,21,true,false,false,true,true,false,false,Home/Apartment,House,House/villa,0,0,2,21+,Luxury,false,732,true,103,24,2025-12-01,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.vrbo.com/20082358ha,https://media.vrbo.com/lodging/112000000/111250000/111245200/111245199/fc127076.jpg?impolicy=resizecrop&rw=1200&ra=fit,,20082358ha,40.34974,-105.56515,41.50,=AVERAGE($D$2:$D$501),-5.98,"=IFERROR(($AU28-D28)/$AU28,0)",=$AU28-D28,6775,20082358ha,NEW! Cascade Mountain Home by Estes Park Homes,,,,,,,,,
